fips,state,cty,crop,unit,bchmk,bchmk_prc,act_yld,nat_prc,year
18145,Indiana,Shelby,Wheat,Bushel,79.93,5.5,85.33,8.83,2022
18147,Indiana,Spencer,Barley,Bushel,77.23,4.95,68,7.4,2022
18147,Indiana,Spencer,Corn,Bushel,195.93,3.7,204.98,6.54,2022
18147,Indiana,Spencer,Corn,Bushel,183.31,3.7,184.94,6.54,2022
18147,Indiana,Spencer,Grain Sorghum,Bushel,75.07,3.95,101,5.94,2022
18147,Indiana,Spencer,Oats,Bushel,63.77,2.67,55,4.57,2022
18147,Indiana,Spencer,Soybeans,Bushel,69.86,9.12,62.87,14.2,2022
18147,Indiana,Spencer,Soybeans,Bushel,59.21,9.12,59.96,14.2,2022
18147,Indiana,Spencer,Wheat,Bushel,71.23,5.5,86.35,8.83,2022
18149,Indiana,Starke,Corn,Bushel,177.68,3.7,188.53,6.54,2022
18149,Indiana,Starke,Corn,Bushel,138.61,3.7,164.69,6.54,2022
18149,Indiana,Starke,Grain Sorghum,Bushel,82.00,3.95,82,5.94,2022
18149,Indiana,Starke,Oats,Bushel,69.00,2.67,60,4.57,2022
18149,Indiana,Starke,Soybeans,Bushel,53.34,9.12,56.19,14.2,2022
18149,Indiana,Starke,Soybeans,Bushel,40.14,9.12,40.89,14.2,2022
18149,Indiana,Starke,Sunflower Seed,Pound,1650.00,0.2,1650,0.28,2022
18149,Indiana,Starke,Wheat,Bushel,65.67,5.5,40.64,8.83,2022
18151,Indiana,Steuben,Barley,Bushel,52.00,4.95,55,7.4,2022
18151,Indiana,Steuben,Corn,Bushel,203.96,3.7,207.5,6.54,2022
18151,Indiana,Steuben,Corn,Bushel,155.06,3.7,183.27,6.54,2022
18151,Indiana,Steuben,Oats,Bushel,60.33,2.67,70,4.57,2022
18151,Indiana,Steuben,Soybeans,Bushel,60.06,9.12,63.63,14.2,2022
18151,Indiana,Steuben,Soybeans,Bushel,48.43,9.12,52.32,14.2,2022
18151,Indiana,Steuben,Wheat,Bushel,75.10,5.5,67.84,8.83,2022
18153,Indiana,Sullivan,Corn,Bushel,215.48,3.7,227.53,6.54,2022
18153,Indiana,Sullivan,Corn,Bushel,191.44,3.7,210.2,6.54,2022
18153,Indiana,Sullivan,Grain Sorghum,Bushel,90.00,3.95,97.34,5.94,2022
18153,Indiana,Sullivan,Oats,Bushel,54.00,2.67,62,4.57,2022
18153,Indiana,Sullivan,Soybeans,Bushel,58.72,9.12,62.69,14.2,2022
18153,Indiana,Sullivan,Soybeans,Bushel,56.14,9.12,60.34,14.2,2022
18153,Indiana,Sullivan,Wheat,Bushel,70.21,5.5,86.43,8.83,2022
18155,Indiana,Switzerland,Barley,Bushel,63.00,4.95,63,7.4,2022
18155,Indiana,Switzerland,Corn,Bushel,168.51,3.7,180.42,6.54,2022
18155,Indiana,Switzerland,Oats,Bushel,68.00,2.67,68,4.57,2022
18155,Indiana,Switzerland,Soybeans,Bushel,51.63,9.12,54.22,14.2,2022
18155,Indiana,Switzerland,Wheat,Bushel,49.38,5.5,59,8.83,2022
18157,Indiana,Tippecanoe,Corn,Bushel,231.67,3.7,217.09,6.54,2022
18157,Indiana,Tippecanoe,Corn,Bushel,211.50,3.7,193.88,6.54,2022
18157,Indiana,Tippecanoe,Grain Sorghum,Bushel,93.33,3.95,90,5.94,2022
18157,Indiana,Tippecanoe,Oats,Bushel,81.67,2.67,85,4.57,2022
18157,Indiana,Tippecanoe,Soybeans,Bushel,71.41,9.12,70.22,14.2,2022
18157,Indiana,Tippecanoe,Soybeans,Bushel,65.62,9.12,59.73,14.2,2022
18157,Indiana,Tippecanoe,Wheat,Bushel,79.63,5.5,94.89,8.83,2022
18159,Indiana,Tipton,Corn,Bushel,222.74,3.7,223.92,6.54,2022
18159,Indiana,Tipton,Oats,Bushel,71.00,2.67,74,4.57,2022
18159,Indiana,Tipton,Soybeans,Bushel,68.81,9.12,66.41,14.2,2022
18159,Indiana,Tipton,Wheat,Bushel,86.93,5.5,86.5,8.83,2022
18161,Indiana,Union,Corn,Bushel,210.77,3.7,207.42,6.54,2022
18161,Indiana,Union,Oats,Bushel,66.67,2.67,80,4.57,2022
18161,Indiana,Union,Soybeans,Bushel,63.90,9.12,61.82,14.2,2022
18161,Indiana,Union,Wheat,Bushel,61.82,5.5,87.31,8.83,2022
18163,Indiana,Vanderburgh,Corn,Bushel,186.01,3.7,198.31,6.54,2022
18163,Indiana,Vanderburgh,Grain Sorghum,Bushel,140.67,3.95,158.65,5.94,2022
18163,Indiana,Vanderburgh,Soybeans,Bushel,71.78,9.12,69.61,14.2,2022
18163,Indiana,Vanderburgh,Soybeans,Bushel,62.13,9.12,61.61,14.2,2022
18163,Indiana,Vanderburgh,Wheat,Bushel,78.13,5.5,86.08,8.83,2022
18165,Indiana,Vermillion,Corn,Bushel,195.37,3.7,194.33,6.54,2022
18165,Indiana,Vermillion,Grain Sorghum,Bushel,116.67,3.95,100,5.94,2022
18165,Indiana,Vermillion,Oats,Bushel,71.33,2.67,70,4.57,2022
18165,Indiana,Vermillion,Soybeans,Bushel,60.51,9.12,62.92,14.2,2022
18165,Indiana,Vermillion,Wheat,Bushel,69.35,5.5,44.91,8.83,2022
18167,Indiana,Vigo,Corn,Bushel,222.01,3.7,235.4,6.54,2022
18167,Indiana,Vigo,Corn,Bushel,183.23,3.7,193.73,6.54,2022
18167,Indiana,Vigo,Grain Sorghum,Bushel,84.28,3.95,110,5.94,2022
18167,Indiana,Vigo,Soybeans,Bushel,60.72,9.12,57.79,14.2,2022
18167,Indiana,Vigo,Soybeans,Bushel,51.79,9.12,54.03,14.2,2022
18167,Indiana,Vigo,Wheat,Bushel,61.47,5.5,73.2,8.83,2022
18169,Indiana,Wabash,Corn,Bushel,206.81,3.7,229.99,6.54,2022
18169,Indiana,Wabash,Corn,Bushel,192.89,3.7,209.02,6.54,2022
18169,Indiana,Wabash,Oats,Bushel,80.00,2.67,80,4.57,2022
18169,Indiana,Wabash,Soybeans,Bushel,60.89,9.12,65.25,14.2,2022
18169,Indiana,Wabash,Soybeans,Bushel,55.97,9.12,58.48,14.2,2022
18169,Indiana,Wabash,Wheat,Bushel,79.40,5.5,81.66,8.83,2022
18171,Indiana,Warren,Corn,Bushel,226.38,3.7,229.94,6.54,2022
18171,Indiana,Warren,Corn,Bushel,216.99,3.7,210.89,6.54,2022
18171,Indiana,Warren,Oats,Bushel,90.00,2.67,90,4.57,2022
18171,Indiana,Warren,Soybeans,Bushel,67.50,9.12,63.42,14.2,2022
18171,Indiana,Warren,Soybeans,Bushel,67.46,9.12,63.22,14.2,2022
18171,Indiana,Warren,Wheat,Bushel,85.42,5.5,80.65,8.83,2022
18173,Indiana,Warrick,Barley,Bushel,80.00,4.95,79,7.4,2022
18173,Indiana,Warrick,Corn,Bushel,165.71,3.7,185.09,6.54,2022
18173,Indiana,Warrick,Grain Sorghum,Bushel,115.67,3.95,118,5.94,2022
18173,Indiana,Warrick,Oats,Bushel,82.00,2.67,80,4.57,2022
18173,Indiana,Warrick,Soybeans,Bushel,55.00,9.12,54.59,14.2,2022
18173,Indiana,Warrick,Wheat,Bushel,70.62,5.5,82.47,8.83,2022
18175,Indiana,Washington,Barley,Bushel,68.00,4.95,68,7.4,2022
18175,Indiana,Washington,Corn,Bushel,177.47,3.7,195.31,6.54,2022
18175,Indiana,Washington,Grain Sorghum,Bushel,83.67,3.95,95,5.94,2022
18175,Indiana,Washington,Oats,Bushel,65.00,2.67,64.5,4.57,2022
18175,Indiana,Washington,Soybeans,Bushel,55.02,9.12,57.06,14.2,2022
18175,Indiana,Washington,Sunflower Seed,Pound,1377.33,0.2,1403,0.28,2022
18175,Indiana,Washington,Wheat,Bushel,44.36,5.5,74.51,8.83,2022
18177,Indiana,Wayne,Barley,Bushel,65.00,4.95,90,7.4,2022
18177,Indiana,Wayne,Corn,Bushel,192.95,3.7,199.44,6.54,2022
18177,Indiana,Wayne,Oats,Bushel,78.33,2.67,85,4.57,2022
18177,Indiana,Wayne,Soybeans,Bushel,57.91,9.12,59.22,14.2,2022
18177,Indiana,Wayne,Soybeans,Bushel,60.14,9.12,56.87,14.2,2022
18177,Indiana,Wayne,Wheat,Bushel,64.77,5.5,79.87,8.83,2022
18179,Indiana,Wells,Corn,Bushel,200.97,3.7,204.68,6.54,2022
18179,Indiana,Wells,Oats,Bushel,74.67,2.67,80,4.57,2022
18179,Indiana,Wells,Soybeans,Bushel,61.28,9.12,60.11,14.2,2022
18179,Indiana,Wells,Wheat,Bushel,75.08,5.5,72.48,8.83,2022
18181,Indiana,White,Corn,Bushel,209.72,3.7,192.51,6.54,2022
18181,Indiana,White,Corn,Bushel,205.78,3.7,207.22,6.54,2022
18181,Indiana,White,Oats,Bushel,85.00,2.67,85,4.57,2022
18181,Indiana,White,Soybeans,Bushel,62.30,9.12,52.79,14.2,2022
18181,Indiana,White,Soybeans,Bushel,61.75,9.12,60.44,14.2,2022
18181,Indiana,White,Wheat,Bushel,80.68,5.5,83.3,8.83,2022
18183,Indiana,Whitley,Corn,Bushel,184.49,3.7,201.02,6.54,2022
18183,Indiana,Whitley,Oats,Bushel,85.00,2.67,80,4.57,2022
18183,Indiana,Whitley,Soybeans,Bushel,57.15,9.12,56.68,14.2,2022
18183,Indiana,Whitley,Wheat,Bushel,79.52,5.5,74.85,8.83,2022
19001,Iowa,Adair,Corn,Bushel,182.18,3.7,155.33,6.54,2022
19001,Iowa,Adair,Grain Sorghum,Bushel,86.66,3.95,67.92,5.94,2022
19001,Iowa,Adair,Oats,Bushel,64.82,2.67,61.11,4.57,2022
19001,Iowa,Adair,Soybeans,Bushel,53.48,9.12,47.88,14.2,2022
19001,Iowa,Adair,Wheat,Bushel,55.29,5.5,44.16,8.83,2022
19003,Iowa,Adams,Barley,Bushel,56.17,4.95,56.3,7.4,2022
19003,Iowa,Adams,Corn,Bushel,185.29,3.7,157.75,6.54,2022
19003,Iowa,Adams,Grain Sorghum,Bushel,86.62,3.95,68.97,5.94,2022
19003,Iowa,Adams,Oats,Bushel,67.49,2.67,59.76,4.57,2022
19003,Iowa,Adams,Soybeans,Bushel,54.45,9.12,48.86,14.2,2022
19003,Iowa,Adams,Wheat,Bushel,55.29,5.5,43.19,8.83,2022
19005,Iowa,Allamakee,Barley,Bushel,53.98,4.95,64.55,7.4,2022
19005,Iowa,Allamakee,Corn,Bushel,198.03,3.7,215.41,6.54,2022
19005,Iowa,Allamakee,Oats,Bushel,67.27,2.67,68.52,4.57,2022
19005,Iowa,Allamakee,Soybeans,Bushel,56.94,9.12,63.05,14.2,2022
19005,Iowa,Allamakee,Wheat,Bushel,51.44,5.5,49.52,8.83,2022
19007,Iowa,Appanoose,Corn,Bushel,165.81,3.7,153.07,6.54,2022
19007,Iowa,Appanoose,Grain Sorghum,Bushel,81.64,3.95,66.93,5.94,2022
19007,Iowa,Appanoose,Oats,Bushel,62.50,2.67,58.4,4.57,2022
19007,Iowa,Appanoose,Soybeans,Bushel,49.45,9.12,38.26,14.2,2022
19007,Iowa,Appanoose,Wheat,Bushel,35.47,5.5,42.21,8.83,2022
19009,Iowa,Audubon,Barley,Bushel,56.76,4.95,74.54,7.4,2022
19009,Iowa,Audubon,Corn,Bushel,225.25,3.7,210.47,6.54,2022
19009,Iowa,Audubon,Grain Sorghum,Bushel,88.89,3.95,92.03,5.94,2022
19009,Iowa,Audubon,Oats,Bushel,75.56,2.67,79.12,4.57,2022
19009,Iowa,Audubon,Soybeans,Bushel,62.36,9.12,58.99,14.2,2022
19009,Iowa,Audubon,Wheat,Bushel,56.12,5.5,57.18,8.83,2022
19011,Iowa,Benton,Barley,Bushel,57.41,4.95,75.37,7.4,2022
19011,Iowa,Benton,Corn,Bushel,229.12,3.7,227.58,6.54,2022
19011,Iowa,Benton,Grain Sorghum,Bushel,86.33,3.95,99.51,5.94,2022
19011,Iowa,Benton,Oats,Bushel,72.90,2.67,80,4.57,2022
19011,Iowa,Benton,Soybeans,Bushel,61.96,9.12,66.06,14.2,2022
19011,Iowa,Benton,Wheat,Bushel,56.90,5.5,57.82,8.83,2022
19013,Iowa,Black Hawk,Corn,Bushel,218.55,3.7,214.66,6.54,2022
19013,Iowa,Black Hawk,Grain Sorghum,Bushel,90.41,3.95,93.86,5.94,2022
19013,Iowa,Black Hawk,Oats,Bushel,71.78,2.67,80,4.57,2022
19013,Iowa,Black Hawk,Soybeans,Bushel,59.73,9.12,64.52,14.2,2022
19013,Iowa,Black Hawk,Wheat,Bushel,55.70,5.5,57.82,8.83,2022
19015,Iowa,Boone,Corn,Bushel,209.86,3.7,212.14,6.54,2022
19015,Iowa,Boone,Grain Sorghum,Bushel,86.33,3.95,92.76,5.94,2022
19015,Iowa,Boone,Oats,Bushel,83.10,2.67,78.82,4.57,2022
19015,Iowa,Boone,Soybeans,Bushel,57.72,9.12,62.87,14.2,2022
19015,Iowa,Boone,Wheat,Bushel,63.72,5.5,56.97,8.83,2022
19017,Iowa,Bremer,Corn,Bushel,227.16,3.7,224.81,6.54,2022
19017,Iowa,Bremer,Grain Sorghum,Bushel,93.16,3.95,98.3,5.94,2022
19017,Iowa,Bremer,Oats,Bushel,87.11,2.67,88,4.57,2022
19017,Iowa,Bremer,Soybeans,Bushel,60.36,9.12,70.3,14.2,2022
19017,Iowa,Bremer,Wheat,Bushel,57.57,5.5,63.6,8.83,2022
19019,Iowa,Buchanan,Corn,Bushel,221.96,3.7,219.77,6.54,2022
19019,Iowa,Buchanan,Grain Sorghum,Bushel,90.76,3.95,96.09,5.94,2022
19019,Iowa,Buchanan,Oats,Bushel,68.59,2.67,75.4,4.57,2022
19019,Iowa,Buchanan,Soybeans,Bushel,59.53,9.12,66.37,14.2,2022
19019,Iowa,Buchanan,Wheat,Bushel,54.02,5.5,54.5,8.83,2022
19021,Iowa,Buena Vista,Corn,Bushel,204.54,3.7,205.08,6.54,2022
19021,Iowa,Buena Vista,Oats,Bushel,85.51,2.67,78.8,4.57,2022
19021,Iowa,Buena Vista,Soybeans,Bushel,58.97,9.12,57.63,14.2,2022
19021,Iowa,Buena Vista,Wheat,Bushel,64.37,5.5,56.95,8.83,2022
19023,Iowa,Butler,Corn,Bushel,221.64,3.7,214.98,6.54,2022
19023,Iowa,Butler,Grain Sorghum,Bushel,91.05,3.95,94,5.94,2022
19023,Iowa,Butler,Oats,Bushel,70.22,2.67,88,4.57,2022
19023,Iowa,Butler,Soybeans,Bushel,57.04,9.12,65.26,14.2,2022
19023,Iowa,Butler,Wheat,Bushel,50.70,5.5,63.6,8.83,2022
19025,Iowa,Calhoun,Corn,Bushel,207.54,3.7,205.52,6.54,2022
19025,Iowa,Calhoun,Grain Sorghum,Bushel,87.52,3.95,89.86,5.94,2022
19025,Iowa,Calhoun,Oats,Bushel,76.33,2.67,80.9,4.57,2022
19025,Iowa,Calhoun,Soybeans,Bushel,57.33,9.12,60.98,14.2,2022
19027,Iowa,Carroll,Barley,Bushel,59.08,4.95,79.77,7.4,2022
19027,Iowa,Carroll,Corn,Bushel,228.93,3.7,219.29,6.54,2022
19027,Iowa,Carroll,Grain Sorghum,Bushel,87.18,3.95,95.88,5.94,2022
19027,Iowa,Carroll,Oats,Bushel,74.73,2.67,84.67,4.57,2022
19027,Iowa,Carroll,Soybeans,Bushel,63.18,9.12,65.62,14.2,2022
19027,Iowa,Carroll,Wheat,Bushel,58.70,5.5,61.2,8.83,2022
19029,Iowa,Cass,Barley,Bushel,56.17,4.95,67.53,7.4,2022
19029,Iowa,Cass,Corn,Bushel,200.68,3.7,183.04,6.54,2022
19029,Iowa,Cass,Grain Sorghum,Bushel,90.84,3.95,80.03,5.94,2022
19029,Iowa,Cass,Oats,Bushel,64.83,2.67,71.68,4.57,2022
19029,Iowa,Cass,Soybeans,Bushel,58.58,9.12,51.51,14.2,2022
19029,Iowa,Cass,Wheat,Bushel,55.29,5.5,51.81,8.83,2022
19031,Iowa,Cedar,Corn,Bushel,225.63,3.7,233.49,6.54,2022
19031,Iowa,Cedar,Grain Sorghum,Bushel,87.88,3.95,102.09,5.94,2022
19031,Iowa,Cedar,Oats,Bushel,69.22,2.67,66.84,4.57,2022
19031,Iowa,Cedar,Soybeans,Bushel,64.73,9.12,70.59,14.2,2022
19031,Iowa,Cedar,Wheat,Bushel,53.92,5.5,48.31,8.83,2022
19033,Iowa,Cerro Gordo,Corn,Bushel,206.47,3.7,218.44,6.54,2022
19033,Iowa,Cerro Gordo,Grain Sorghum,Bushel,91.67,3.95,95.51,5.94,2022
19033,Iowa,Cerro Gordo,Oats,Bushel,70.94,2.67,89.52,4.57,2022
19033,Iowa,Cerro Gordo,Soybeans,Bushel,58.39,9.12,65.84,14.2,2022
19033,Iowa,Cerro Gordo,Wheat,Bushel,52.83,5.5,64.7,8.83,2022
19035,Iowa,Cherokee,Corn,Bushel,226.45,3.7,198.46,6.54,2022
19035,Iowa,Cherokee,Grain Sorghum,Bushel,93.02,3.95,86.78,5.94,2022
19035,Iowa,Cherokee,Oats,Bushel,85.51,2.67,79.52,4.57,2022
19035,Iowa,Cherokee,Soybeans,Bushel,64.37,9.12,58.42,14.2,2022
19037,Iowa,Chickasaw,Barley,Bushel,55.18,4.95,54.17,7.4,2022
19037,Iowa,Chickasaw,Corn,Bushel,213.42,3.7,225.32,6.54,2022
19037,Iowa,Chickasaw,Grain Sorghum,Bushel,91.83,3.95,98.52,5.94,2022
19037,Iowa,Chickasaw,Oats,Bushel,71.41,2.67,57.5,4.57,2022
19037,Iowa,Chickasaw,Soybeans,Bushel,57.37,9.12,65.32,14.2,2022
19037,Iowa,Chickasaw,Wheat,Bushel,54.67,5.5,41.56,8.83,2022
19039,Iowa,Clarke,Corn,Bushel,158.55,3.7,102.81,6.54,2022
19039,Iowa,Clarke,Grain Sorghum,Bushel,83.01,3.95,44.95,5.94,2022
19039,Iowa,Clarke,Oats,Bushel,62.50,2.67,59.44,4.57,2022
19039,Iowa,Clarke,Soybeans,Bushel,47.53,9.12,33.77,14.2,2022
19039,Iowa,Clarke,Wheat,Bushel,55.36,5.5,42.96,8.83,2022
19041,Iowa,Clay,Barley,Bushel,60.38,4.95,72.13,7.4,2022
19041,Iowa,Clay,Corn,Bushel,192.29,3.7,195.51,6.54,2022
19041,Iowa,Clay,Grain Sorghum,Bushel,89.02,3.95,85.49,5.94,2022
19041,Iowa,Clay,Oats,Bushel,85.51,2.67,76.56,4.57,2022
19041,Iowa,Clay,Soybeans,Bushel,55.85,9.12,55.48,14.2,2022
19041,Iowa,Clay,Wheat,Bushel,64.25,5.5,55.33,8.83,2022
19043,Iowa,Clayton,Barley,Bushel,54.45,4.95,63.75,7.4,2022
19043,Iowa,Clayton,Corn,Bushel,215.75,3.7,221.66,6.54,2022
19043,Iowa,Clayton,Grain Sorghum,Bushel,92.08,3.95,96.92,5.94,2022
19043,Iowa,Clayton,Oats,Bushel,61.76,2.67,67.67,4.57,2022
19043,Iowa,Clayton,Soybeans,Bushel,62.66,9.12,66.95,14.2,2022
19043,Iowa,Clayton,Wheat,Bushel,51.72,5.5,48.91,8.83,2022
19045,Iowa,Clinton,Corn,Bushel,218.22,3.7,232.21,6.54,2022
19045,Iowa,Clinton,Grain Sorghum,Bushel,90.33,3.95,101.53,5.94,2022
19045,Iowa,Clinton,Oats,Bushel,66.62,2.67,73.33,4.57,2022
19045,Iowa,Clinton,Soybeans,Bushel,62.43,9.12,69.7,14.2,2022
19045,Iowa,Clinton,Wheat,Bushel,54.92,5.5,53,8.83,2022
19047,Iowa,Crawford,Barley,Bushel,59.08,4.95,81.4,7.4,2022
19047,Iowa,Crawford,Corn,Bushel,234.99,3.7,224.03,6.54,2022
19047,Iowa,Crawford,Grain Sorghum,Bushel,91.63,3.95,97.96,5.94,2022
19047,Iowa,Crawford,Oats,Bushel,75.77,2.67,86.4,4.57,2022
19047,Iowa,Crawford,Soybeans,Bushel,64.64,9.12,64.72,14.2,2022
19047,Iowa,Crawford,Wheat,Bushel,58.70,5.5,62.45,8.83,2022
19049,Iowa,Dallas,Corn,Bushel,204.26,3.7,193.26,6.54,2022
19049,Iowa,Dallas,Grain Sorghum,Bushel,86.33,3.95,84.5,5.94,2022
19049,Iowa,Dallas,Oats,Bushel,83.13,2.67,74.88,4.57,2022
19049,Iowa,Dallas,Soybeans,Bushel,56.64,9.12,56.36,14.2,2022
19049,Iowa,Dallas,Wheat,Bushel,60.90,5.5,54.12,8.83,2022
19051,Iowa,Davis,Barley,Bushel,49.20,4.95,40.2,7.4,2022
19051,Iowa,Davis,Corn,Bushel,157.44,3.7,152.9,6.54,2022
19051,Iowa,Davis,Grain Sorghum,Bushel,81.96,3.95,66.85,5.94,2022
19051,Iowa,Davis,Oats,Bushel,63.84,2.67,42.67,4.57,2022
19051,Iowa,Davis,Soybeans,Bushel,48.81,9.12,43.22,14.2,2022
19051,Iowa,Davis,Wheat,Bushel,47.66,5.5,30.84,8.83,2022
19053,Iowa,Decatur,Corn,Bushel,159.62,3.7,136.08,6.54,2022
19053,Iowa,Decatur,Grain Sorghum,Bushel,83.20,3.95,59.5,5.94,2022
19053,Iowa,Decatur,Oats,Bushel,62.50,2.67,59.44,4.57,2022
19053,Iowa,Decatur,Soybeans,Bushel,47.44,9.12,37.82,14.2,2022
19053,Iowa,Decatur,Wheat,Bushel,55.36,5.5,42.96,8.83,2022
19055,Iowa,Delaware,Barley,Bushel,57.18,4.95,68.87,7.4,2022
19055,Iowa,Delaware,Corn,Bushel,229.10,3.7,236.21,6.54,2022
19055,Iowa,Delaware,Oats,Bushel,69.93,2.67,73.1,4.57,2022
19055,Iowa,Delaware,Soybeans,Bushel,65.67,9.12,71.7,14.2,2022
19055,Iowa,Delaware,Wheat,Bushel,56.78,5.5,52.83,8.83,2022
19057,Iowa,Des Moines,Corn,Bushel,231.98,3.7,244.83,6.54,2022
19057,Iowa,Des Moines,Corn,Bushel,212.92,3.7,222.59,6.54,2022
19057,Iowa,Des Moines,Grain Sorghum,Bushel,87.61,3.95,97.86,5.94,2022
19057,Iowa,Des Moines,Oats,Bushel,61.50,2.67,77.92,4.57,2022
19057,Iowa,Des Moines,Soybeans,Bushel,69.27,9.12,74.74,14.2,2022
19057,Iowa,Des Moines,Soybeans,Bushel,64.66,9.12,68.04,14.2,2022
19057,Iowa,Des Moines,Wheat,Bushel,65.05,5.5,56.32,8.83,2022
19059,Iowa,Dickinson,Barley,Bushel,60.38,4.95,76.65,7.4,2022
19059,Iowa,Dickinson,Corn,Bushel,215.00,3.7,188.65,6.54,2022
19059,Iowa,Dickinson,Corn,Bushel,193.44,3.7,204.24,6.54,2022
19059,Iowa,Dickinson,Oats,Bushel,85.51,2.67,81.36,4.57,2022
19059,Iowa,Dickinson,Soybeans,Bushel,56.39,9.12,58.96,14.2,2022
19059,Iowa,Dickinson,Wheat,Bushel,64.37,5.5,58.8,8.83,2022
19061,Iowa,Dubuque,Barley,Bushel,55.74,4.95,78.1,7.4,2022
19061,Iowa,Dubuque,Corn,Bushel,219.79,3.7,233.69,6.54,2022
19061,Iowa,Dubuque,Grain Sorghum,Bushel,93.43,3.95,102.18,5.94,2022
19061,Iowa,Dubuque,Oats,Bushel,63.96,2.67,82.9,4.57,2022
19061,Iowa,Dubuque,Soybeans,Bushel,64.99,9.12,69.08,14.2,2022
19061,Iowa,Dubuque,Wheat,Bushel,51.97,5.5,59.92,8.83,2022
19063,Iowa,Emmet,Corn,Bushel,202.89,3.7,230.25,6.54,2022
19063,Iowa,Emmet,Grain Sorghum,Bushel,89.36,3.95,100.68,5.94,2022
19063,Iowa,Emmet,Oats,Bushel,85.51,2.67,85.6,4.57,2022
19063,Iowa,Emmet,Soybeans,Bushel,57.58,9.12,64.45,14.2,2022
19065,Iowa,Fayette,Barley,Bushel,55.92,4.95,66.44,7.4,2022
19065,Iowa,Fayette,Corn,Bushel,227.09,3.7,208.72,6.54,2022
19065,Iowa,Fayette,Corn,Bushel,217.90,3.7,218.9,6.54,2022
19065,Iowa,Fayette,Grain Sorghum,Bushel,91.72,3.95,95.7,5.94,2022
19065,Iowa,Fayette,Oats,Bushel,70.88,2.67,70.52,4.57,2022
19065,Iowa,Fayette,Soybeans,Bushel,59.07,9.12,66.22,14.2,2022
19065,Iowa,Fayette,Wheat,Bushel,54.52,5.5,50.97,8.83,2022
19067,Iowa,Floyd,Barley,Bushel,53.12,4.95,75.37,7.4,2022
19067,Iowa,Floyd,Corn,Bushel,213.16,3.7,213.47,6.54,2022
19067,Iowa,Floyd,Corn,Bushel,205.34,3.7,217.04,6.54,2022
19067,Iowa,Floyd,Grain Sorghum,Bushel,91.34,3.95,94.87,5.94,2022
19067,Iowa,Floyd,Oats,Bushel,73.40,2.67,80,4.57,2022
19067,Iowa,Floyd,Soybeans,Bushel,56.41,9.12,63.95,14.2,2022
19067,Iowa,Floyd,Wheat,Bushel,52.83,5.5,57.82,8.83,2022
19069,Iowa,Franklin,Barley,Bushel,58.34,4.95,66.26,7.4,2022
19069,Iowa,Franklin,Corn,Bushel,215.28,3.7,222.6,6.54,2022
19069,Iowa,Franklin,Grain Sorghum,Bushel,91.05,3.95,97.33,5.94,2022
19069,Iowa,Franklin,Oats,Bushel,78.72,2.67,88,4.57,2022
19069,Iowa,Franklin,Soybeans,Bushel,58.25,9.12,64.92,14.2,2022
19069,Iowa,Franklin,Wheat,Bushel,60.30,5.5,74.4,8.83,2022
19071,Iowa,Fremont,Barley,Bushel,56.33,4.95,72.2,7.4,2022
19071,Iowa,Fremont,Corn,Bushel,215.18,3.7,227.93,6.54,2022
19071,Iowa,Fremont,Corn,Bushel,205.02,3.7,192.22,6.54,2022
19071,Iowa,Fremont,Grain Sorghum,Bushel,89.90,3.95,85.06,5.94,2022
19071,Iowa,Fremont,Oats,Bushel,64.90,2.67,76.64,4.57,2022
19071,Iowa,Fremont,Soybeans,Bushel,61.71,9.12,63.66,14.2,2022
19071,Iowa,Fremont,Soybeans,Bushel,58.14,9.12,53.77,14.2,2022
19071,Iowa,Fremont,Sunflower Seed,Pound,1525.00,0.2,2312.75,0.28,2022
19071,Iowa,Fremont,Wheat,Bushel,55.29,5.5,55.39,8.83,2022
19073,Iowa,Greene,Corn,Bushel,212.99,3.7,208,6.54,2022
19073,Iowa,Greene,Grain Sorghum,Bushel,86.33,3.95,90.95,5.94,2022
19073,Iowa,Greene,Oats,Bushel,69.93,2.67,78.88,4.57,2022
19073,Iowa,Greene,Soybeans,Bushel,58.62,9.12,62.49,14.2,2022
19073,Iowa,Greene,Sunflower Seed,Pound,1525.00,0.2,2312.75,0.28,2022
19073,Iowa,Greene,Wheat,Bushel,52.27,5.5,57.01,8.83,2022
19075,Iowa,Grundy,Corn,Bushel,237.81,3.7,236.68,6.54,2022
19075,Iowa,Grundy,Grain Sorghum,Bushel,90.95,3.95,103.49,5.94,2022
19075,Iowa,Grundy,Oats,Bushel,83.13,2.67,80,4.57,2022
19075,Iowa,Grundy,Soybeans,Bushel,66.59,9.12,68.8,14.2,2022
19075,Iowa,Grundy,Wheat,Bushel,60.90,5.5,57.82,8.83,2022
19077,Iowa,Guthrie,Barley,Bushel,59.01,4.95,72.96,7.4,2022
19077,Iowa,Guthrie,Corn,Bushel,206.58,3.7,194.21,6.54,2022
19077,Iowa,Guthrie,Grain Sorghum,Bushel,86.33,3.95,84.92,5.94,2022
19077,Iowa,Guthrie,Oats,Bushel,74.35,2.67,77.44,4.57,2022
19077,Iowa,Guthrie,Soybeans,Bushel,57.48,9.12,57.36,14.2,2022
19077,Iowa,Guthrie,Wheat,Bushel,56.29,5.5,55.97,8.83,2022
19079,Iowa,Hamilton,Corn,Bushel,208.58,3.7,216.85,6.54,2022
19079,Iowa,Hamilton,Grain Sorghum,Bushel,89.18,3.95,94.82,5.94,2022
